input,output,prompt,task,split
C=C(Cl)CNNC=NC1=CC=C(N2CC(CNC(C)=O)OC2=O)C=C1F,"N-[[3-[4-[[2-(2-chloroprop-2-enyl)hydrazinyl]methylideneamino]-3-fluorophenyl]-2-oxo-1,3-oxazolidin-5-yl]methyl]acetamide",Translate the following SMILES C=C(Cl)CNNC=NC1=CC=C(N2CC(CNC(C)=O)OC2=O)C=C1F into its IUPAC name equivalent.,smiles_2_iupac,train
CC1CCC(CNC2=NC3=CC=CC=C3S2)(C(=O)O)CC1,"1-[(1,3-benzothiazol-2-ylamino)methyl]-4-methylcyclohexane-1-carboxylic acid","Using the given SMILES CC1CCC(CNC2=NC3=CC=CC=C3S2)(C(=O)O)CC1, predict the correct IUPAC name.",smiles_2_iupac,train
O=C(COCC1=CC=CC=C1)NNC(=O)C1=CC(C2=CC=CO2)=NC2=CC=CC=C12,2-(furan-2-yl)-N'-(2-phenylmethoxyacetyl)quinoline-4-carbohydrazide,Convert the SMILES O=C(COCC1=CC=CC=C1)NNC(=O)C1=CC(C2=CC=CO2)=NC2=CC=CC=C12 to its IUPAC name.,smiles_2_iupac,train
CC1=NN(C2=CC=CC=C2Cl)C(Cl)=C1C=C(C#N)C(=O)N1CCCC1,(E)-3-[5-chloro-1-(2-chlorophenyl)-3-methylpyrazol-4-yl]-2-(pyrrolidine-1-carbonyl)prop-2-enenitrile,Predict the IUPAC name for the SMILES CC1=NN(C2=CC=CC=C2Cl)C(Cl)=C1C=C(C#N)C(=O)N1CCCC1.,smiles_2_iupac,train
CC(C)CC(=O)NC(=S)NC1=CC=CC=C1C(F)(F)F,3-methyl-N-[[2-(trifluoromethyl)phenyl]carbamothioyl]butanamide,"Using the input CC(C)CC(=O)NC(=S)NC1=CC=CC=C1C(F)(F)F, determine the corresponding IUPAC name.",smiles_2_iupac,train
CC(OC(=O)CC1CCCC1)C(=O)NC1=CC=C(F)C=C1,[(2S)-1-(4-fluoroanilino)-1-oxopropan-2-yl] 2-cyclopentylacetate,"For the given SMILES CC(OC(=O)CC1CCCC1)C(=O)NC1=CC=C(F)C=C1, generate the correct IUPAC name.",smiles_2_iupac,train
CCC(F)(F)N1N=CC2=CN=C(C(=O)NC3COC4=CC=CC=C4N(C)C3=O)C=C21,"1-(1,1-difluoropropyl)-N-[(3S)-5-methyl-4-oxo-2,3-dihydro-1,5-benzoxazepin-3-yl]pyrazolo[4,3-c]pyridine-6-carboxamide","Given the SMILES CCC(F)(F)N1N=CC2=CN=C(C(=O)NC3COC4=CC=CC=C4N(C)C3=O)C=C21, provide the corresponding IUPAC name.",smiles_2_iupac,train
CCCOC1=CC=C(C(=O)O)C(OCC)=C1,2-ethoxy-4-propoxybenzoic acid,What is the IUPAC name for the molecule represented by CCCOC1=CC=C(C(=O)O)C(OCC)=C1?,smiles_2_iupac,train
COC1=CC=CC(NC(=O)CC(=O)NC2=CC(C)=C(Cl)C=C2OC)=C1,N'-(4-chloro-2-methoxy-5-methylphenyl)-N-(3-methoxyphenyl)propanediamide,Convert the SMILES COC1=CC=CC(NC(=O)CC(=O)NC2=CC(C)=C(Cl)C=C2OC)=C1 to its IUPAC name.,smiles_2_iupac,train
O=C(NCCC1=CC=CC=N1)NC1=CC=CC(C(F)(F)F)=C1F,1-[2-fluoro-3-(trifluoromethyl)phenyl]-3-(2-pyridin-2-ylethyl)urea,Translate the following SMILES O=C(NCCC1=CC=CC=N1)NC1=CC=CC(C(F)(F)F)=C1F into its IUPAC name equivalent.,smiles_2_iupac,train
CC1CN(C(C)CO)C(=O)C2=CC(NS(=O)(=O)C3=CC=C(F)C=C3)=CC=C2OC1CN(C)C(=O)NC1CCCCC1,"3-cyclohexyl-1-[[(2S,3R)-8-[(4-fluorophenyl)sulfonylamino]-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-2-yl]methyl]-1-methylurea","Given the SMILES CC1CN(C(C)CO)C(=O)C2=CC(NS(=O)(=O)C3=CC=C(F)C=C3)=CC=C2OC1CN(C)C(=O)NC1CCCCC1, provide the corresponding IUPAC name.",smiles_2_iupac,train
CCC(C1=CC=NC=C1)N(C)C(=O)NCC1=CC=CC(OC(C)C)=C1,1-methyl-3-[(3-propan-2-yloxyphenyl)methyl]-1-(1-pyridin-4-ylpropyl)urea,Translate the following SMILES CCC(C1=CC=NC=C1)N(C)C(=O)NCC1=CC=CC(OC(C)C)=C1 into its IUPAC name equivalent.,smiles_2_iupac,train
CCC1(N)C=CC(CC)(NN(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,"4-(2,2-diphenylhydrazinyl)-1,4-diethylcyclohexa-2,5-dien-1-amine",Translate the following SMILES CCC1(N)C=CC(CC)(NN(C2=CC=CC=C2)C2=CC=CC=C2)C=C1 into its IUPAC name equivalent.,smiles_2_iupac,train
CCCCCOC1=CC=CC(C(=O)C2=CC=CC3=CC=CC=C23)=C1,naphthalen-1-yl-(3-pentoxyphenyl)methanone,Translate the following SMILES CCCCCOC1=CC=CC(C(=O)C2=CC=CC3=CC=CC=C23)=C1 into its IUPAC name equivalent.,smiles_2_iupac,train
FC1=CC(NC2CCSC3=CC=CC=C32)=CC=C1Cl,"N-(4-chloro-3-fluorophenyl)-3,4-dihydro-2H-thiochromen-4-amine","Given the SMILES FC1=CC(NC2CCSC3=CC=CC=C32)=CC=C1Cl, provide the corresponding IUPAC name.",smiles_2_iupac,train
CC1=CC=C(CC2=NOC(C3=NC=CC=C3O)=N2)C=C1C,"2-[3-[(3,4-dimethylphenyl)methyl]-1,2,4-oxadiazol-5-yl]pyridin-3-ol",Translate the following SMILES CC1=CC=C(CC2=NOC(C3=NC=CC=C3O)=N2)C=C1C into its IUPAC name equivalent.,smiles_2_iupac,train
CC(C)(C)OC(=O)NC1(CC(=C(C#N)C#N)C2=CC=CC=C2)C(=O)N(CC2=CC=CC=C2)C2=CC=CC=C21,"tert-butyl N-[(3S)-1-benzyl-3-(3,3-dicyano-2-phenylprop-2-enyl)-2-oxoindol-3-yl]carbamate",Provide the correct IUPAC name for the following SMILES CC(C)(C)OC(=O)NC1(CC(=C(C#N)C#N)C2=CC=CC=C2)C(=O)N(CC2=CC=CC=C2)C2=CC=CC=C21.,smiles_2_iupac,train
COC1=CC(C=NC2=CC=CC(C(C)=O)=C2)=CC=C1OCC1=CC=CC(C(=O)O)=C1,3-[[4-[(3-acetylphenyl)iminomethyl]-2-methoxyphenoxy]methyl]benzoic acid,"For the given SMILES COC1=CC(C=NC2=CC=CC(C(C)=O)=C2)=CC=C1OCC1=CC=CC(C(=O)O)=C1, generate the correct IUPAC name.",smiles_2_iupac,train
CCOC(=O)C1=C(N)OC2=C(C(=O)CCC2)C1C1=CC=CS1,"ethyl (4S)-2-amino-5-oxo-4-thiophen-2-yl-4,6,7,8-tetrahydrochromene-3-carboxylate","Using the input CCOC(=O)C1=C(N)OC2=C(C(=O)CCC2)C1C1=CC=CS1, determine the corresponding IUPAC name.",smiles_2_iupac,train
CC1=C(Br)C=CC=C1C(=O)NCC1CCCCC1O,3-bromo-N-[(2-hydroxycyclohexyl)methyl]-2-methylbenzamide,What is the IUPAC name for the molecule represented by CC1=C(Br)C=CC=C1C(=O)NCC1CCCCC1O?,smiles_2_iupac,train
CC(C)C1=CN=CN=C1N1CCCC2(CCC(=O)N(C3CCCC3)C2)C1,"(6S)-2-cyclopentyl-8-(5-propan-2-ylpyrimidin-4-yl)-2,8-diazaspiro[5.5]undecan-3-one",Translate the following SMILES CC(C)C1=CN=CN=C1N1CCCC2(CCC(=O)N(C3CCCC3)C2)C1 into its IUPAC name equivalent.,smiles_2_iupac,train
COC1=CC=C(OC)C(C2=CSC(NC(=O)CCC3CCCCC3)=N2)=C1,"3-cyclohexyl-N-[4-(2,5-dimethoxyphenyl)-1,3-thiazol-2-yl]propanamide",How would you convert the SMILES COC1=CC=C(OC)C(C2=CSC(NC(=O)CCC3CCCCC3)=N2)=C1 to its IUPAC name?,smiles_2_iupac,train
CCCNC(CC1=CC=CC=C1)C1=C(Cl)C=NN1C,N-[1-(4-chloro-2-methylpyrazol-3-yl)-2-phenylethyl]propan-1-amine,Translate the following SMILES CCCNC(CC1=CC=CC=C1)C1=C(Cl)C=NN1C into its IUPAC name equivalent.,smiles_2_iupac,train
NCC1=NC(=O)C2CCCCC2=N1,"2-(aminomethyl)-5,6,7,8-tetrahydro-4aH-quinazolin-4-one",Translate the following SMILES NCC1=NC(=O)C2CCCCC2=N1 into its IUPAC name equivalent.,smiles_2_iupac,train
O=C(NO)C(C1=CC=CC=C1)C1=CC=CC(NCC2=CC=CC=C2)=C1,2-[3-(benzylamino)phenyl]-N-hydroxy-2-phenylacetamide,How would you convert the SMILES O=C(NO)C(C1=CC=CC=C1)C1=CC=CC(NCC2=CC=CC=C2)=C1 to its IUPAC name?,smiles_2_iupac,train
COC1=CC=CC(CN2C(=O)C(O)=CC2(C(=O)C2=CC(OC)=C(Cl)C=C2OC)C2=CC=C(OC)C(OC)=C2)=C1,"5-(4-chloro-2,5-dimethoxybenzoyl)-5-(3,4-dimethoxyphenyl)-3-hydroxy-1-[(3-methoxyphenyl)methyl]pyrrol-2-one",Convert the SMILES COC1=CC=CC(CN2C(=O)C(O)=CC2(C(=O)C2=CC(OC)=C(Cl)C=C2OC)C2=CC=C(OC)C(OC)=C2)=C1 to its IUPAC name.,smiles_2_iupac,train
CCCNC(CCN(CC)CC)CC1=CC=CC(F)=C1Cl,"4-(2-chloro-3-fluorophenyl)-1-N,1-N-diethyl-3-N-propylbutane-1,3-diamine","Using the input CCCNC(CCN(CC)CC)CC1=CC=CC(F)=C1Cl, determine the corresponding IUPAC name.",smiles_2_iupac,train
CCCC(=O)C1=CN(C)C(C2=NC3=CC=CC=C3N2C)=C1,1-[1-methyl-5-(1-methylbenzimidazol-2-yl)pyrrol-3-yl]butan-1-one,"Using the given SMILES CCCC(=O)C1=CN(C)C(C2=NC3=CC=CC=C3N2C)=C1, predict the correct IUPAC name.",smiles_2_iupac,train
CC(C)NC(C)C(O)COC1=CC=C(CC(N)=O)C=C1,"2-[4-[(2R,3S)-2-hydroxy-3-(propan-2-ylamino)butoxy]phenyl]acetamide",What is the IUPAC name for the molecule represented by CC(C)NC(C)C(O)COC1=CC=C(CC(N)=O)C=C1?,smiles_2_iupac,train
CCOC(=O)C1=C(NC(=O)C2=CC=CO2)C=C(C2=CC=C3OCOC3=C2)S1,"ethyl 5-(1,3-benzodioxol-5-yl)-3-(furan-2-carbonylamino)thiophene-2-carboxylate",Convert the SMILES CCOC(=O)C1=C(NC(=O)C2=CC=CO2)C=C(C2=CC=C3OCOC3=C2)S1 to its IUPAC name.,smiles_2_iupac,train
O=S1(=O)C2=CC=C(C3=COC=C3)C=C2C2CN(CC3=CC=CN=C3)CC21,"(3aR,8bS)-7-(furan-3-yl)-2-(pyridin-3-ylmethyl)-1,3,3a,8b-tetrahydro-[1]benzothiolo[2,3-c]pyrrole 4,4-dioxide",How would you convert the SMILES O=S1(=O)C2=CC=C(C3=COC=C3)C=C2C2CN(CC3=CC=CN=C3)CC21 to its IUPAC name?,smiles_2_iupac,train
CC1=CC(S(=O)(=O)N2C(C(=O)O)CC3CCCCC32)=CC=C1C#N,"1-(4-cyano-3-methylphenyl)sulfonyl-2,3,3a,4,5,6,7,7a-octahydroindole-2-carboxylic acid","Given the SMILES CC1=CC(S(=O)(=O)N2C(C(=O)O)CC3CCCCC32)=CC=C1C#N, provide the corresponding IUPAC name.",smiles_2_iupac,train
CCCCOC1=NC(NCC)=NC(C)=C1CCCC,4-butoxy-5-butyl-N-ethyl-6-methylpyrimidin-2-amine,Provide the correct IUPAC name for the following SMILES CCCCOC1=NC(NCC)=NC(C)=C1CCCC.,smiles_2_iupac,train
CC(=O)OCCC(=O)C1C2CCC(C)C(O)C2C(Cl)C(O)C1(C)O,"[3-(4-chloro-2,3,5-trihydroxy-2,6-dimethyl-3,4,4a,5,6,7,8,8a-octahydro-1H-naphthalen-1-yl)-3-oxopropyl] acetate","Given the SMILES CC(=O)OCCC(=O)C1C2CCC(C)C(O)C2C(Cl)C(O)C1(C)O, provide the corresponding IUPAC name.",smiles_2_iupac,train
COC1=CC=C(Br)C(C(=O)NCC(=O)NC2=CC=C(C)C=C2Cl)=C1,2-bromo-N-[2-(2-chloro-4-methylanilino)-2-oxoethyl]-5-methoxybenzamide,Provide the correct IUPAC name for the following SMILES COC1=CC=C(Br)C(C(=O)NCC(=O)NC2=CC=C(C)C=C2Cl)=C1.,smiles_2_iupac,train
CCCCN1C=C(C2CC(=O)N(C3=CC=C4C=CC=CC4=C3)C2=O)C2=CC=CC=C21,"(3R)-3-(1-butylindol-3-yl)-1-naphthalen-2-ylpyrrolidine-2,5-dione",How would you convert the SMILES CCCCN1C=C(C2CC(=O)N(C3=CC=C4C=CC=CC4=C3)C2=O)C2=CC=CC=C21 to its IUPAC name?,smiles_2_iupac,train
C=C(C(=O)OC)C1=CC=CC=C1COOCC1=CC=CC=C1,methyl 2-[2-(benzylperoxymethyl)phenyl]prop-2-enoate,Convert the SMILES C=C(C(=O)OC)C1=CC=CC=C1COOCC1=CC=CC=C1 to its IUPAC name.,smiles_2_iupac,train
O=C(CNC1=CC=CC=C1C(F)(F)F)N1CCN(C(=O)C2=CC=CO2)CC1,1-[4-(furan-2-carbonyl)piperazin-1-yl]-2-[2-(trifluoromethyl)anilino]ethanone,Predict the IUPAC name for the SMILES O=C(CNC1=CC=CC=C1C(F)(F)F)N1CCN(C(=O)C2=CC=CO2)CC1.,smiles_2_iupac,train
CC(C)C1CC(O)CC(C(C)C)C1,"3,5-di(propan-2-yl)cyclohexan-1-ol",What is the IUPAC name for the molecule represented by CC(C)C1CC(O)CC(C(C)C)C1?,smiles_2_iupac,train
CC1CCCN(C(=O)NCCC2CCC2)C1,N-(2-cyclobutylethyl)-3-methylpiperidine-1-carboxamide,What is the IUPAC name for the molecule represented by CC1CCCN(C(=O)NCCC2CCC2)C1?,smiles_2_iupac,train
O=C(O)CCCCCOC1=CC=C2N=C(C3=CC=CC=C3)N(CC3=CC=CC=C3)C2=C1,6-(3-benzyl-2-phenylbenzimidazol-5-yl)oxyhexanoic acid,What is the IUPAC name for the molecule represented by O=C(O)CCCCCOC1=CC=C2N=C(C3=CC=CC=C3)N(CC3=CC=CC=C3)C2=C1?,smiles_2_iupac,train
C=CC(=O)NCS(=O)(=O)CCC,N-(propylsulfonylmethyl)prop-2-enamide,What is the IUPAC name for the molecule represented by C=CC(=O)NCS(=O)(=O)CCC?,smiles_2_iupac,valid
CN=C(NCCC1=CC=C(Cl)N=C1)NCC1CCCOC1C1=CC=CC=C1,1-[2-(6-chloropyridin-3-yl)ethyl]-2-methyl-3-[(2-phenyloxan-3-yl)methyl]guanidine,Predict the IUPAC name for the SMILES CN=C(NCCC1=CC=C(Cl)N=C1)NCC1CCCOC1C1=CC=CC=C1.,smiles_2_iupac,valid
CCC(N)C(OC1CC(C)CCC1C(C)C)C1=CC=CO1,1-(furan-2-yl)-1-(5-methyl-2-propan-2-ylcyclohexyl)oxybutan-2-amine,What is the IUPAC name for the molecule represented by CCC(N)C(OC1CC(C)CCC1C(C)C)C1=CC=CO1?,smiles_2_iupac,valid
COC1=CC=C(NC(=O)C2=CC(=O)NC=C2)C(OC)=C1,"N-(2,4-dimethoxyphenyl)-2-oxo-1H-pyridine-4-carboxamide",Predict the IUPAC name for the SMILES COC1=CC=C(NC(=O)C2=CC(=O)NC=C2)C(OC)=C1.,smiles_2_iupac,valid
NC(=O)C1CCN(C2=NC(C3=CC=CS3)=NC3=C2C2=C(CCCC2)S3)CC1,"1-(2-thiophen-2-yl-5,6,7,8-tetrahydro-[1]benzothiolo[2,3-d]pyrimidin-4-yl)piperidine-4-carboxamide",Translate the following SMILES NC(=O)C1CCN(C2=NC(C3=CC=CS3)=NC3=C2C2=C(CCCC2)S3)CC1 into its IUPAC name equivalent.,smiles_2_iupac,valid
CCOC1=CC=C(SCC(=O)N2CCOCC2)C=C1,2-(4-ethoxyphenyl)sulfanyl-1-morpholin-4-ylethanone,Predict the IUPAC name for the SMILES CCOC1=CC=C(SCC(=O)N2CCOCC2)C=C1.,smiles_2_iupac,valid
CNC1CCN(CC2CCC(C(C)(C)C)CC2)C1,1-[(4-tert-butylcyclohexyl)methyl]-N-methylpyrrolidin-3-amine,Translate the following SMILES CNC1CCN(CC2CCC(C(C)(C)C)CC2)C1 into its IUPAC name equivalent.,smiles_2_iupac,valid
NC1=CN(COC2CCCCC2)C=N1,1-(cyclohexyloxymethyl)imidazol-4-amine,"For the given SMILES NC1=CN(COC2CCCCC2)C=N1, generate the correct IUPAC name.",smiles_2_iupac,valid
CCC1=CC=C2C(COC(=O)C3CC(=O)N(C4=CC=CC=C4OC)C3)=CC(=O)OC2=C1,(7-ethyl-2-oxochromen-4-yl)methyl (3R)-1-(2-methoxyphenyl)-5-oxopyrrolidine-3-carboxylate,"Using the given SMILES CCC1=CC=C2C(COC(=O)C3CC(=O)N(C4=CC=CC=C4OC)C3)=CC(=O)OC2=C1, predict the correct IUPAC name.",smiles_2_iupac,valid
CCN1C(CC2=CC=CS2)=NN=C1SCC(=O)NC1=CC=C(C)C=C1,"2-[[4-ethyl-5-(thiophen-2-ylmethyl)-1,2,4-triazol-3-yl]sulfanyl]-N-(4-methylphenyl)acetamide",Provide the correct IUPAC name for the following SMILES CCN1C(CC2=CC=CS2)=NN=C1SCC(=O)NC1=CC=C(C)C=C1.,smiles_2_iupac,valid
COC(=O)CCC(NC(=O)CCC1CCCC1)C(=O)O,(2S)-2-(3-cyclopentylpropanoylamino)-5-methoxy-5-oxopentanoic acid,Predict the IUPAC name for the SMILES COC(=O)CCC(NC(=O)CCC1CCCC1)C(=O)O.,smiles_2_iupac,test
CCC(=O)N1CCC(OC2=NC=CC=C2C(=O)N2CCCCC2)C1,1-[3-[3-(piperidine-1-carbonyl)pyridin-2-yl]oxypyrrolidin-1-yl]propan-1-one,What is the IUPAC name for the molecule represented by CCC(=O)N1CCC(OC2=NC=CC=C2C(=O)N2CCCCC2)C1?,smiles_2_iupac,test
C[NH+](C)CC[NH+]1CCN(C(=O)CC2=COC3=CC=C4C=CC=CC4=C23)CC1,2-[4-(2-benzo[e][1]benzofuran-1-ylacetyl)piperazin-1-ium-1-yl]ethyl-dimethylazanium,How would you convert the SMILES C[NH+](C)CC[NH+]1CCN(C(=O)CC2=COC3=CC=C4C=CC=CC4=C23)CC1 to its IUPAC name?,smiles_2_iupac,test
CC(C)(C)OC(=O)NC(COCC1=CC=CC=C1)C(=O)N1CCN(C2=CC=CC=C2)CC1,tert-butyl N-[1-oxo-3-phenylmethoxy-1-(4-phenylpiperazin-1-yl)propan-2-yl]carbamate,What is the IUPAC name for the molecule represented by CC(C)(C)OC(=O)NC(COCC1=CC=CC=C1)C(=O)N1CCN(C2=CC=CC=C2)CC1?,smiles_2_iupac,test
CC1=CC=NC=C1C1=CCC2C3CCC4CNC(=O)CCC4(C)C3CCC12C,"(1S,2R,8R,11R,12S,16S)-2,16-dimethyl-15-(4-methylpyridin-3-yl)-6-azatetracyclo[9.7.0.02,8.012,16]octadec-14-en-5-one",Provide the correct IUPAC name for the following SMILES CC1=CC=NC=C1C1=CCC2C3CCC4CNC(=O)CCC4(C)C3CCC12C.,smiles_2_iupac,test
O=C(OCC1=NOC(C2=CC=CS2)=C1)C1=CC2=C(C=C1[N+](=O)[O-])OCO2,"(5-thiophen-2-yl-1,2-oxazol-3-yl)methyl 6-nitro-1,3-benzodioxole-5-carboxylate",Provide the correct IUPAC name for the following SMILES O=C(OCC1=NOC(C2=CC=CS2)=C1)C1=CC2=C(C=C1[N+](=O)[O-])OCO2.,smiles_2_iupac,test
CN(C)C1=CC=CC(CN2C=C([N+](=O)[O-])C=N2)=C1,"N,N-dimethyl-3-[(4-nitropyrazol-1-yl)methyl]aniline","Using the input CN(C)C1=CC=CC(CN2C=C([N+](=O)[O-])C=N2)=C1, determine the corresponding IUPAC name.",smiles_2_iupac,test
COC(=O)C1=NN(C(C)=O)C2C(=O)N(C3=CC=CC=C3)C(=O)C12,"methyl (3aR,6aR)-1-acetyl-4,6-dioxo-5-phenyl-3a,6a-dihydropyrrolo[3,4-c]pyrazole-3-carboxylate","Using the input COC(=O)C1=NN(C(C)=O)C2C(=O)N(C3=CC=CC=C3)C(=O)C12, determine the corresponding IUPAC name.",smiles_2_iupac,test
CC(=O)N1CCC2(C1)CN(C(=O)NC1=NC=C(Cl)S1)C1=CC=C(CCCCC(=O)N3CCC3)C=C12,"1'-acetyl-5-[5-(azetidin-1-yl)-5-oxopentyl]-N-(5-chloro-1,3-thiazol-2-yl)spiro[2H-indole-3,3'-pyrrolidine]-1-carboxamide",Predict the IUPAC name for the SMILES CC(=O)N1CCC2(C1)CN(C(=O)NC1=NC=C(Cl)S1)C1=CC=C(CCCCC(=O)N3CCC3)C=C12.,smiles_2_iupac,test
O=C1CNCCN1CC1=CC(F)=CC=C1Br,1-[(2-bromo-5-fluorophenyl)methyl]piperazin-2-one,Provide the correct IUPAC name for the following SMILES O=C1CNCCN1CC1=CC(F)=CC=C1Br.,smiles_2_iupac,test
NC(=O)CN1CC2=CC=CC=C2OC1=O,Yes,"Predict whether the molecule NC(=O)CN1CC2=CC=CC=C2OC1=O can cross the BBB, and provide reasoning.",bbbp,train
CCCN(CCC)CCC1=CC=C(O)C2=C1CC(=O)N2,Yes,"Predict whether the molecule CCCN(CCC)CCC1=CC=C(O)C2=C1CC(=O)N2 can cross the BBB, and provide reasoning.",bbbp,train
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,Yes,"Analyze whether CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1 is capable of crossing the BBB, and give a detailed explanation.",bbbp,train
CN1C(=O)C2=C(N=CN2)N(C)C1=O,No,What is your prediction for the molecule CN1C(=O)C2=C(N=CN2)N(C)C1=O? Will it cross the blood-brain barrier?,bbbp,train
CC1=C(CCN2CCC(C3=NOC4=CC(F)=CC=C34)CC2)C(=O)N2CCC[C@@H](O)C2=N1,Yes,"Given the input SMILES CC1=C(CCN2CCC(C3=NOC4=CC(F)=CC=C34)CC2)C(=O)N2CCC[C@@H](O)C2=N1, how likely is it to cross the blood-brain barrier?",bbbp,train
CN1CC(=O)N=C1NC(=O)NC1=CC=CC(Cl)=C1,Yes,Analyze the molecular structure CN1CC(=O)N=C1NC(=O)NC1=CC=CC(Cl)=C1 to predict if it will cross the blood-brain barrier.,bbbp,train
COC1=CC=C(S(N)(=O)=O)C=C1C(=O)NCC1CCCN1CC1=CC=C(F)C=C1,Yes,"Predict whether the molecule COC1=CC=C(S(N)(=O)=O)C=C1C(=O)NCC1CCCN1CC1=CC=C(F)C=C1 can cross the BBB, and provide reasoning.",bbbp,train
O=C(CC1=CC=C(C(F)(F)F)C=C1)N1CCCC[C@H]1CN1CCCC1,Yes,"Given the molecular structure O=C(CC1=CC=C(C(F)(F)F)C=C1)N1CCCC[C@H]1CN1CCCC1, predict whether it can cross the blood-brain barrier (Yes/No).",bbbp,train
CN1C(=O)C(O)N=C(C2=CC=CC=C2F)C2=CC(Cl)=CC=C21,Yes,"Predict whether the molecule CN1C(=O)C(O)N=C(C2=CC=CC=C2F)C2=CC(Cl)=CC=C21 can cross the BBB, and provide reasoning.",bbbp,train
CN(C)CC1COC2(O1)C1=CC=CC=C1COC1=CC=CC=C12,Yes,"Given the molecular structure CN(C)CC1COC2(O1)C1=CC=CC=C1COC1=CC=CC=C12, predict whether it can cross the blood-brain barrier (Yes/No).",bbbp,train
CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](C4=CC=CC=C4)NC3(C)C)C(=O)N2[C@H]1C(=O)O,No,Analyze the molecular structure CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](C4=CC=CC=C4)NC3(C)C)C(=O)N2[C@H]1C(=O)O to predict if it will cross the blood-brain barrier.,bbbp,train
CN1[C@@H]2CC[C@H]1CC(NC(=O)N1CC(C)(C)C3=CC=CC=C31)C2,Yes,What are the chances of CN1[C@@H]2CC[C@H]1CC(NC(=O)N1CC(C)(C)C3=CC=CC=C31)C2 crossing the blood-brain barrier? Explain your prediction.,bbbp,train
C[C@H](N)[C@H](O)C1=CC=CC(O)=C1,No,What is your prediction for the molecule C[C@H](N)[C@H](O)C1=CC=CC(O)=C1? Will it cross the blood-brain barrier?,bbbp,train
CN1C(=O)CN=C(C2=CCCCC2)C2=CC([N+](=O)[O-])=CC=C21,Yes,"Predict whether the molecule CN1C(=O)CN=C(C2=CCCCC2)C2=CC([N+](=O)[O-])=CC=C21 can cross the BBB, and provide reasoning.",bbbp,train
CC(C)(C)C(O)/C=C/C1=CC=C2OCOC2=C1,Yes,What is your prediction for the molecule CC(C)(C)C(O)/C=C/C1=CC=C2OCOC2=C1? Will it cross the blood-brain barrier?,bbbp,train
CN(C)C1=CC(C2=NC(N)=NN2)=CC=N1,No,"Given the input SMILES CN(C)C1=CC(C2=NC(N)=NN2)=CC=N1, how likely is it to cross the blood-brain barrier?",bbbp,train
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,Yes,Analyze the molecular structure CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C to predict if it will cross the blood-brain barrier.,bbbp,train
CN(C)C(=O)COC1C2=CC=CC=C2CCC2=CC=CC=C21,Yes,"Given the molecular structure CN(C)C(=O)COC1C2=CC=CC=C2CCC2=CC=CC=C21, predict whether it can cross the blood-brain barrier (Yes/No).",bbbp,train
COC1=CC=C([C@H](O)CN2CCN(C3=CC=CC=CC3=O)CC2)C=C1OC,Yes,"Analyze whether COC1=CC=C([C@H](O)CN2CCN(C3=CC=CC=CC3=O)CC2)C=C1OC is capable of crossing the BBB, and give a detailed explanation.",bbbp,train
O=C(CC1=CC=C(Cl)C(Cl)=C1)N1CCC2=C(C=CO2)[C@H]1CN1CCCC1,Yes,What is your prediction for the molecule O=C(CC1=CC=C(Cl)C(Cl)=C1)N1CCC2=C(C=CO2)[C@H]1CN1CCCC1? Will it cross the blood-brain barrier?,bbbp,train
O=C1CCC(C(=O)NC2CC2C2=CC=CC=C2)N1,Yes,"Given the molecular structure O=C1CCC(C(=O)NC2CC2C2=CC=CC=C2)N1, predict whether it can cross the blood-brain barrier (Yes/No).",bbbp,train
CC1[C@H]2C(=O)C3=CC=C(O)C=C3[C@]1(C)CCN2CC1CC1,Yes,"Analyze whether CC1[C@H]2C(=O)C3=CC=C(O)C=C3[C@]1(C)CCN2CC1CC1 is capable of crossing the BBB, and give a detailed explanation.",bbbp,train
CC(NNC(=O)C1=CC=CC=C1)C1=CC=CC=C1,Yes,"Predict whether the molecule CC(NNC(=O)C1=CC=CC=C1)C1=CC=CC=C1 can cross the BBB, and provide reasoning.",bbbp,train
CN(C)CCOC1=CC2=CC=CC=C2SC2=CC=C(Cl)C=C12,Yes,What are the chances of CN(C)CCOC1=CC2=CC=CC=C2SC2=CC=C(Cl)C=C12 crossing the blood-brain barrier? Explain your prediction.,bbbp,train
NC1=NN=C(C2=CC=CC(Cl)=C2Cl)C(N)=N1,Yes,"Predict whether the molecule NC1=NN=C(C2=CC=CC(Cl)=C2Cl)C(N)=N1 can cross the BBB, and provide reasoning.",bbbp,train
